job,marital,education,default,housing,loan,poutcome,age_log,y
2,0,6,0,1,0,0,3.713572066704308,0
3,1,1,0,0,0,1,3.8066624897703196,0
3,1,2,1,0,0,0,3.6375861597263857,0
3,0,3,0,1,1,0,3.4965075614664802,0
6,0,6,0,1,0,0,4.060443010546419,1
7,1,1,0,1,0,0,3.58351893845611,0
2,0,6,0,1,0,0,3.58351893845611,0
3,2,0,1,1,0,0,3.6109179126442243,0
11,0,4,1,1,0,0,3.6109179126442243,0
4,1,4,0,0,0,0,3.258096538021482,0
4,0,6,0,0,0,0,3.367295829986474,0
1,0,1,0,0,0,0,3.5263605246161616,0
2,1,6,0,1,1,0,3.784189633918261,0
1,1,4,0,0,1,0,3.367295829986474,0
2,0,3,0,1,1,0,4.02535169073515,0
3,1,1,0,0,0,0,3.332204510175204,0
6,0,1,0,0,0,0,3.6635616461296463,0
3,1,1,0,1,1,0,3.8066624897703196,1
1,0,1,0,0,0,0,3.332204510175204,0
4,1,6,0,1,1,0,3.6375861597263857,0
2,1,5,0,0,1,0,3.6635616461296463,0
4,0,4,0,1,1,0,3.5263605246161616,1
2,0,1,0,1,0,0,3.8066624897703196,1
4,1,4,0,1,0,0,3.4965075614664802,1
3,2,0,0,0,0,0,4.07753744390572,0
3,0,2,1,0,0,0,3.912023005428146,1
6,0,6,0,2,2,0,3.6635616461296463,0
1,2,1,0,1,0,0,3.4657359027997265,0
4,0,2,0,1,0,0,3.58351893845611,0
3,0,0,0,2,2,0,3.9318256327243257,1
6,0,6,0,1,0,0,3.7612001156935624,0
6,0,3,1,0,0,0,3.828641396489095,0
10,0,6,0,0,0,0,3.4011973816621555,1
0,1,1,0,0,0,0,3.367295829986474,1
3,2,5,0,1,0,0,3.4339872044851463,0
3,1,3,1,0,0,1,3.367295829986474,0
3,0,5,0,1,0,0,3.58351893845611,0
6,2,6,0,1,0,0,3.871201010907891,0
5,0,0,1,1,0,0,4.04305126783455,0
4,0,5,0,1,0,1,4.143134726391533,0
2,0,5,0,0,0,0,3.4011973816621555,0
3,0,2,0,1,0,0,3.4339872044851463,0
4,0,5,0,1,0,0,3.828641396489095,0
2,1,6,0,0,1,0,3.6109179126442243,0
4,1,4,0,0,1,0,3.912023005428146,0
1,1,1,0,0,0,0,3.8501476017100584,0
8,0,6,0,1,0,0,3.8066624897703196,0
5,0,4,0,0,0,0,4.30406509320417,0
6,0,6,0,1,0,0,3.6635616461296463,0
4,0,4,0,0,0,0,3.5553480614894135,0
4,1,6,1,1,0,0,3.4011973816621555,1
1,0,1,1,1,0,0,3.970291913552122,0
11,1,6,0,0,0,0,3.2188758248682006,0
2,2,1,0,1,0,0,3.7376696182833684,0
1,2,1,0,0,1,0,3.4965075614664802,0
6,1,6,0,0,0,0,3.367295829986474,0
3,0,0,1,1,0,0,3.970291913552122,0
2,1,1,0,1,0,0,3.4965075614664802,0
2,2,1,0,1,0,0,3.4011973816621555,0
5,0,6,0,1,0,0,4.060443010546419,0
2,1,1,0,1,0,0,3.4011973816621555,0
3,2,3,1,0,0,0,3.58351893845611,0
2,0,1,0,0,0,0,3.6375861597263857,0
3,2,2,1,1,0,0,3.784189633918261,0
6,0,6,0,1,1,0,3.871201010907891,1
6,1,6,0,0,0,0,3.4011973816621555,0
3,1,4,0,0,0,0,3.258096538021482,0
4,0,0,0,0,1,0,3.8918202981106265,0
4,2,4,0,1,0,0,3.8501476017100584,0
1,1,1,0,0,0,0,3.4965075614664802,0
10,0,0,1,1,0,0,3.8918202981106265,0
6,0,3,0,1,0,2,3.8501476017100584,0
8,0,6,0,0,0,1,3.5263605246161616,1
2,0,6,1,0,0,0,3.8918202981106265,0
3,0,3,0,1,0,0,3.6375861597263857,0
2,0,1,0,0,0,0,3.8066624897703196,0
3,0,0,1,1,0,0,3.871201010907891,0
3,0,2,0,1,1,0,3.6888794541139363,0
1,2,1,0,1,0,0,3.4339872044851463,0
1,1,5,0,1,0,0,3.58351893845611,0
4,1,6,0,1,0,1,3.2188758248682006,0
4,0,6,0,1,0,1,3.58351893845611,0
5,0,0,0,0,0,0,4.143134726391533,0
2,1,3,1,1,0,1,3.258096538021482,0
3,1,1,0,0,0,0,3.4339872044851463,0
3,0,3,0,1,0,0,3.8066624897703196,0
2,1,6,0,0,1,0,3.4657359027997265,1
3,0,3,0,1,0,0,3.4657359027997265,0
2,1,1,0,1,0,0,3.258096538021482,0
2,0,1,0,1,0,1,3.828641396489095,1
4,1,6,0,0,0,1,3.4339872044851463,0
3,0,0,0,1,0,0,4.02535169073515,0
1,0,1,0,0,0,0,3.4011973816621555,0
6,0,6,0,0,0,0,3.4657359027997265,0
2,1,6,0,0,0,0,3.713572066704308,0
3,1,3,0,1,1,0,3.4657359027997265,0
3,0,4,0,1,0,0,3.7376696182833684,0
2,1,6,0,0,1,0,3.4011973816621555,0
2,2,0,0,1,0,0,3.871201010907891,0
4,0,1,0,0,1,0,3.9318256327243257,0
2,1,6,0,1,0,0,3.5553480614894135,0
4,1,4,0,1,0,0,3.332204510175204,0
6,1,3,0,1,0,0,3.6635616461296463,0
11,1,1,0,1,0,0,3.044522437723423,1
11,1,5,0,1,0,2,2.833213344056216,0
4,0,4,1,1,1,0,3.6109179126442243,0
2,1,1,0,0,0,0,3.2188758248682006,0
4,1,4,0,0,1,0,3.4965075614664802,0
3,0,2,1,1,0,1,3.8501476017100584,0
4,0,4,0,1,0,0,3.332204510175204,0
3,0,0,0,0,0,0,3.6888794541139363,0
8,1,6,0,1,0,0,3.332204510175204,0
2,1,1,0,0,0,0,3.6109179126442243,1
3,0,2,0,1,0,2,3.912023005428146,1
3,0,3,0,0,1,0,3.4965075614664802,0
1,0,1,1,1,0,0,3.6635616461296463,0
5,0,0,0,1,1,0,4.04305126783455,1
11,1,0,0,1,1,0,3.4011973816621555,0
1,1,2,0,2,2,0,3.4965075614664802,0
7,1,4,1,1,0,0,3.58351893845611,0
11,1,3,0,1,0,0,2.8903717578961645,1
2,0,4,0,1,1,0,3.7612001156935624,0
2,1,6,0,0,1,0,4.060443010546419,0
3,0,5,1,1,0,0,3.912023005428146,0
3,0,4,0,0,0,0,3.4657359027997265,0
0,0,4,0,1,0,0,3.8918202981106265,0
1,2,0,0,0,1,1,3.8066624897703196,1
6,2,6,0,0,0,0,3.713572066704308,0
4,1,6,1,0,1,0,3.713572066704308,0
3,0,3,0,1,0,0,3.6635616461296463,0
5,0,0,0,0,0,0,3.8918202981106265,0
11,1,1,0,1,1,0,3.2188758248682006,1
3,0,4,0,1,0,0,3.58351893845611,0
2,0,6,0,0,0,0,3.4965075614664802,0
2,0,6,0,0,0,0,4.060443010546419,0
4,1,4,0,1,0,0,3.5553480614894135,0
3,0,4,0,1,0,0,3.6375861597263857,0
3,0,1,0,1,0,0,3.4965075614664802,0
7,0,6,0,1,0,0,4.007333185232471,0
6,0,6,0,2,2,0,3.1780538303479458,0
8,0,3,0,0,0,0,3.4657359027997265,0
4,1,1,1,1,1,0,3.4339872044851463,0
8,1,6,1,1,0,0,3.9512437185814275,0
2,0,1,0,1,0,0,3.4011973816621555,0
6,2,6,0,0,0,0,3.6635616461296463,1
2,0,6,0,1,0,0,3.6375861597263857,0
2,2,1,0,0,1,0,3.9889840465642745,0
11,1,1,0,0,0,2,3.295836866004329,0
10,0,2,1,0,0,0,3.8501476017100584,0
8,0,6,0,1,0,1,3.5263605246161616,0
6,1,6,0,1,1,1,3.8918202981106265,0
5,0,0,1,0,0,0,3.9889840465642745,1
4,0,2,0,0,0,0,3.4011973816621555,0
11,1,5,0,1,0,0,2.9444389791664403,1
1,2,1,0,1,0,0,3.295836866004329,0
11,1,4,0,1,0,0,3.1780538303479458,1
4,2,5,1,0,0,0,3.258096538021482,0
2,2,1,0,1,0,0,3.8501476017100584,1
4,1,6,1,2,2,0,3.9889840465642745,0
2,2,6,0,0,0,0,4.04305126783455,0
3,0,4,0,0,0,0,3.828641396489095,1
0,0,1,0,1,0,0,3.828641396489095,1
10,1,1,0,0,0,0,3.713572066704308,0
3,0,2,1,0,0,0,3.871201010907891,0
2,1,1,0,0,1,0,3.6635616461296463,0
4,2,4,1,1,0,0,3.9889840465642745,0
2,0,6,0,0,0,0,3.4657359027997265,0
2,1,1,0,0,0,0,3.4965075614664802,0
3,0,0,0,1,0,0,3.7612001156935624,0
4,0,5,0,1,0,2,4.127134385045092,0
2,1,1,0,0,0,0,3.332204510175204,1
10,0,1,0,1,0,0,3.713572066704308,0
3,0,5,1,0,0,0,3.6888794541139363,0
1,0,1,0,0,1,0,3.828641396489095,0
4,0,6,1,0,0,0,3.6375861597263857,0
2,0,1,0,1,0,2,3.4011973816621555,1
3,0,1,0,0,1,0,3.58351893845611,0
2,0,1,0,0,0,0,3.367295829986474,0
1,1,3,0,2,2,0,3.8501476017100584,1
2,1,1,0,0,0,0,3.6635616461296463,0
3,1,3,0,0,0,2,3.1780538303479458,0
3,0,3,1,1,0,0,4.007333185232471,0
4,1,4,0,1,1,0,3.784189633918261,0
1,0,1,0,0,0,0,3.7612001156935624,0
11,1,4,0,1,0,2,3.1354942159291497,1
8,0,3,0,1,0,0,3.8501476017100584,0
9,1,6,0,1,1,1,3.1780538303479458,0
1,0,0,0,1,0,0,3.8501476017100584,0
10,1,6,0,1,0,1,3.4965075614664802,0
2,0,6,0,1,0,0,3.6375861597263857,0
1,2,1,0,1,0,0,3.7612001156935624,0
6,0,6,0,0,0,0,3.9512437185814275,0
2,0,3,0,0,0,0,3.828641396489095,0
2,0,6,1,1,0,0,3.6635616461296463,0
2,1,6,0,0,0,0,3.5263605246161616,0
2,1,6,1,0,0,0,3.367295829986474,0
3,0,0,0,0,1,0,3.970291913552122,0
4,0,6,0,1,0,0,3.58351893845611,0
3,1,3,0,1,0,0,3.6888794541139363,0
0,0,0,0,1,0,0,4.007333185232471,0
10,0,3,0,1,0,0,3.9512437185814275,0
1,0,2,1,1,0,0,3.6635616461296463,0
1,2,2,0,0,1,0,3.912023005428146,1
3,0,2,0,1,0,0,3.7376696182833684,0
10,0,6,1,0,0,0,3.8501476017100584,0
1,0,1,0,1,0,0,3.713572066704308,1
7,0,2,0,1,0,2,4.0943445622221,0
1,0,3,1,0,0,0,3.871201010907891,0
3,1,3,0,1,0,0,3.295836866004329,0
4,1,1,0,1,0,0,3.6635616461296463,0
3,1,1,0,1,1,0,3.367295829986474,0
2,2,1,1,0,0,1,3.871201010907891,0
1,0,1,0,1,0,0,3.6375861597263857,0
6,0,6,0,0,0,0,3.4657359027997265,0
2,0,6,0,0,0,0,3.4965075614664802,0
3,0,0,1,1,1,0,3.784189633918261,0
3,0,3,1,0,0,0,3.784189633918261,0
2,2,4,0,0,0,1,3.7376696182833684,0
1,1,1,0,1,0,0,3.1780538303479458,1
4,0,3,1,1,0,0,3.6888794541139363,0
2,0,6,0,1,0,0,3.4339872044851463,0
2,0,6,0,0,0,0,3.7376696182833684,0
2,1,6,0,1,0,0,3.4965075614664802,0
4,0,4,0,2,2,0,3.4339872044851463,0
4,0,6,1,0,0,0,3.6635616461296463,0
2,0,6,0,0,1,0,3.4657359027997265,0
1,2,1,1,1,0,0,4.02535169073515,0
3,0,3,0,0,0,0,3.6635616461296463,0
3,2,5,1,2,2,0,4.04305126783455,0
10,1,3,0,0,0,0,3.5263605246161616,0
3,1,4,0,1,1,1,3.5553480614894135,0
6,0,6,0,1,0,0,3.6635616461296463,0
5,2,6,0,1,0,0,4.04305126783455,0
7,2,4,0,1,0,0,4.02535169073515,0
2,1,6,0,0,1,0,3.6109179126442243,0
4,0,4,0,1,0,0,3.367295829986474,1
3,0,2,1,1,0,0,3.828641396489095,0
4,0,1,0,1,0,0,3.713572066704308,0
2,1,6,0,0,0,1,3.4011973816621555,1
4,1,6,0,1,0,0,3.6635616461296463,0
5,0,1,0,0,0,0,4.127134385045092,1
2,0,5,0,0,0,0,4.07753744390572,1
3,0,2,0,0,0,0,3.7612001156935624,0
5,0,6,0,1,0,0,4.060443010546419,0
2,1,6,0,0,1,0,3.828641396489095,0
2,0,1,0,1,0,1,3.367295829986474,0
5,0,6,0,1,0,0,4.04305126783455,0
2,0,1,0,1,0,0,3.8918202981106265,0
2,1,1,0,0,0,0,3.4965075614664802,0
7,0,3,1,1,0,0,3.970291913552122,0
3,1,1,0,0,0,0,3.4339872044851463,1
1,0,1,0,0,0,0,3.7612001156935624,0
0,2,1,0,1,0,0,3.9318256327243257,0
2,1,1,1,0,1,0,3.4657359027997265,0
2,2,6,0,0,0,0,3.6888794541139363,0
6,0,6,0,0,0,0,3.4965075614664802,0
4,1,4,0,1,0,0,3.4011973816621555,0
3,0,3,0,1,1,1,3.5263605246161616,0
2,0,6,0,1,0,0,3.5263605246161616,0
3,0,1,0,1,0,2,4.127134385045092,1
2,0,6,0,0,0,0,3.332204510175204,0
3,2,5,0,1,0,0,3.6635616461296463,0
5,1,6,0,1,0,0,4.2626798770413155,0
6,2,6,0,0,0,0,3.5263605246161616,1
3,0,0,1,1,0,0,3.713572066704308,0
7,0,4,1,1,0,0,3.6109179126442243,0
3,0,3,1,0,0,0,3.6888794541139363,0
4,0,4,0,0,0,0,3.6888794541139363,0
2,2,1,0,0,0,0,3.6635616461296463,0
2,1,6,0,1,0,0,3.4011973816621555,1
2,1,6,0,1,0,0,3.58351893845611,0
2,1,1,0,1,0,2,3.367295829986474,1
2,0,1,0,1,0,0,3.367295829986474,1
10,0,3,1,0,1,0,3.6375861597263857,0
4,0,4,0,0,0,0,4.007333185232471,0
2,1,1,0,1,1,0,3.1780538303479458,1
2,0,1,0,1,0,0,3.5553480614894135,1
7,1,6,0,1,0,1,3.4657359027997265,1
2,1,6,0,1,0,2,3.2188758248682006,1
2,1,6,0,1,1,0,3.5553480614894135,0
2,2,6,0,1,0,0,3.7376696182833684,0
4,1,4,0,0,0,0,3.4011973816621555,0
5,0,6,0,1,0,0,4.07753744390572,0
4,1,6,0,2,2,0,3.4339872044851463,0
2,0,6,0,0,0,0,3.7612001156935624,0
8,0,6,0,0,0,0,3.258096538021482,0
3,0,3,1,1,0,0,3.7376696182833684,0
4,2,4,0,1,0,0,3.4339872044851463,1
2,1,1,0,0,0,1,3.6375861597263857,0
4,2,4,0,1,0,0,3.258096538021482,0
0,2,0,0,1,1,0,3.8066624897703196,0
2,0,6,0,0,0,2,3.4011973816621555,1
2,0,6,0,0,1,1,3.6635616461296463,0
2,1,6,0,1,1,0,3.258096538021482,0
6,1,6,0,1,0,0,3.4965075614664802,0
3,0,0,0,0,0,2,3.912023005428146,0
4,2,6,0,1,1,0,3.4657359027997265,0
1,0,5,0,1,1,0,3.828641396489095,0
5,0,6,0,1,0,0,4.07753744390572,0
3,1,3,0,0,0,0,3.4339872044851463,0
4,1,4,1,1,0,0,3.58351893845611,0
3,0,3,1,0,0,0,3.9318256327243257,0
2,2,6,0,1,0,0,3.828641396489095,0
2,0,1,0,0,0,0,3.784189633918261,0
1,1,1,0,2,2,0,3.4339872044851463,0
2,1,6,0,1,0,0,3.4339872044851463,0
4,0,1,0,1,0,0,3.9512437185814275,0
1,0,4,0,0,0,0,3.295836866004329,0
0,2,6,1,1,0,0,3.9889840465642745,0
3,0,2,0,0,0,0,3.332204510175204,0
9,0,0,0,1,0,0,4.060443010546419,1
1,0,1,1,1,0,0,3.4965075614664802,0
4,0,6,0,1,1,0,3.713572066704308,0
4,0,6,0,1,0,0,3.58351893845611,0
8,2,4,0,1,0,1,3.784189633918261,0
3,0,3,1,0,0,0,3.8918202981106265,0
5,0,0,0,0,0,2,4.23410650459726,0
2,1,6,0,1,1,0,3.4965075614664802,0
4,0,6,1,0,0,0,3.6109179126442243,0
1,0,1,0,1,0,1,3.6375861597263857,1
2,0,6,1,1,0,0,3.8501476017100584,0
6,0,6,0,1,0,0,3.828641396489095,0
1,0,1,0,1,0,2,3.4965075614664802,1
6,1,6,0,0,1,0,3.295836866004329,0
2,1,6,0,1,0,0,3.4339872044851463,0
3,0,3,0,1,0,0,3.8066624897703196,1
1,0,1,0,1,0,1,3.4657359027997265,0
8,0,0,0,1,0,0,3.713572066704308,0
2,2,1,0,1,0,0,3.713572066704308,0
3,0,3,0,1,0,1,3.4657359027997265,0
3,2,1,0,0,0,0,3.9512437185814275,0
4,0,1,0,1,1,1,3.784189633918261,0
1,0,1,1,1,1,0,3.784189633918261,0
2,0,1,0,1,0,0,3.4657359027997265,0
3,1,0,1,0,0,0,3.9318256327243257,0
0,0,1,0,0,0,0,3.4657359027997265,0
3,0,0,1,0,0,0,3.8501476017100584,0
4,1,6,0,1,1,0,3.4657359027997265,0
1,0,1,0,0,0,0,3.2188758248682006,0
3,0,0,0,0,0,0,3.8066624897703196,0
4,0,6,0,1,0,0,3.8066624897703196,0
5,1,0,0,1,0,0,4.406719247264253,0
8,2,3,0,0,0,0,3.970291913552122,0
2,0,6,0,1,1,0,3.4657359027997265,0
1,0,1,0,0,0,2,3.5553480614894135,0
2,2,6,0,1,0,0,4.007333185232471,0
11,1,5,1,1,0,1,3.4339872044851463,0
2,0,4,0,0,1,2,3.4657359027997265,1
4,1,1,0,0,0,0,3.4965075614664802,0
1,2,1,0,0,1,0,3.4965075614664802,0
2,0,6,1,0,0,0,3.6109179126442243,1
1,2,1,0,0,1,0,3.4965075614664802,0
10,0,6,0,1,0,0,3.58351893845611,0
3,0,3,0,0,0,0,3.828641396489095,0
2,1,6,0,1,0,0,3.4965075614664802,0
4,1,6,0,0,0,0,3.5263605246161616,0
3,0,3,0,0,0,0,3.4657359027997265,0
0,1,6,0,0,1,0,3.6888794541139363,0
3,0,2,0,1,0,0,3.4965075614664802,1
4,1,4,0,1,0,0,3.5263605246161616,0
4,0,6,0,1,0,0,3.4657359027997265,0
2,0,1,0,0,0,0,4.02535169073515,0
2,1,6,0,0,0,0,3.4339872044851463,0
3,0,2,1,1,0,0,3.4011973816621555,0
4,0,4,0,1,0,0,3.6635616461296463,0
2,0,6,0,0,0,0,3.4011973816621555,0
1,1,5,0,1,1,0,3.58351893845611,0
4,0,1,1,0,1,0,3.871201010907891,0
2,0,1,0,1,0,1,3.4965075614664802,0
3,2,5,0,0,0,0,3.6375861597263857,0
1,1,6,0,0,0,1,3.4339872044851463,0
4,0,4,0,1,0,0,3.58351893845611,0
2,1,1,0,1,0,0,3.332204510175204,0
3,1,4,0,0,0,0,3.784189633918261,1
5,0,0,0,0,0,0,4.0943445622221,0
0,0,3,0,1,0,0,3.9318256327243257,0
3,0,2,1,1,0,0,3.7612001156935624,0
2,0,6,1,1,0,0,3.8918202981106265,0
5,0,0,0,0,0,0,4.04305126783455,0
4,0,4,0,0,0,0,3.4965075614664802,1
7,2,0,0,0,1,0,3.8066624897703196,0
0,0,6,0,1,0,0,3.713572066704308,0
10,0,6,0,0,0,0,3.871201010907891,0
3,0,3,0,1,0,0,4.04305126783455,0
3,2,3,0,0,0,0,3.6635616461296463,0
1,0,1,0,0,0,0,3.4011973816621555,0
6,2,6,0,0,0,0,3.9512437185814275,0
2,1,6,0,0,1,0,3.5553480614894135,0
7,0,3,0,0,0,1,3.828641396489095,1
2,0,1,0,0,0,0,3.258096538021482,0
4,1,4,0,0,0,0,3.4965075614664802,0
5,2,4,0,0,0,0,4.007333185232471,0
2,0,6,0,0,0,0,3.332204510175204,0
1,0,1,0,0,0,0,3.8918202981106265,0
2,0,1,0,0,1,1,3.5553480614894135,0
7,0,3,1,1,0,0,3.784189633918261,0
3,1,0,0,1,0,0,3.367295829986474,0
2,0,6,0,0,0,0,3.4011973816621555,1
8,1,6,0,1,1,1,3.332204510175204,0
3,0,4,1,0,0,0,3.4965075614664802,0
5,0,0,0,1,0,0,4.02535169073515,0
5,0,2,0,1,0,0,4.02535169073515,0
3,0,3,0,0,0,0,3.5263605246161616,0
1,1,1,0,1,1,1,3.295836866004329,0
11,1,1,0,1,0,0,3.332204510175204,0
2,0,1,0,0,0,1,3.4339872044851463,0
11,1,3,0,0,1,0,3.1354942159291497,0
4,0,4,1,0,0,0,3.9512437185814275,0
2,2,3,0,0,0,0,3.4965075614664802,0
9,0,0,0,1,1,0,4.189654742026425,0
4,0,4,0,2,2,1,3.4657359027997265,1
4,1,1,1,1,1,0,3.58351893845611,0
3,0,1,0,0,0,0,3.58351893845611,0
1,2,1,0,0,0,0,3.6109179126442243,0
8,1,4,0,1,0,0,3.258096538021482,0
1,1,1,0,0,0,0,3.4657359027997265,0
3,1,1,0,1,0,0,3.4011973816621555,0
5,0,1,0,0,0,2,4.02535169073515,1
1,1,6,1,1,0,0,3.4339872044851463,1
10,0,6,0,1,0,0,3.8918202981106265,0
2,0,2,0,0,0,0,3.912023005428146,0
2,0,6,0,0,1,1,3.8066624897703196,0
2,0,6,0,1,0,0,3.295836866004329,1
1,1,6,0,1,0,2,3.713572066704308,1
8,2,4,0,1,1,1,3.784189633918261,0
1,0,2,0,1,0,0,3.828641396489095,0
3,0,2,0,1,0,0,3.784189633918261,0
3,0,3,1,1,1,0,3.5263605246161616,0
6,0,6,0,0,0,0,3.970291913552122,0
2,1,1,0,1,1,0,3.367295829986474,0
5,0,6,0,1,0,0,4.07753744390572,1
9,2,1,1,1,0,0,3.6375861597263857,0
2,0,1,0,1,0,0,3.6109179126442243,0
3,0,3,0,0,0,0,3.4011973816621555,0
1,0,2,1,0,0,0,3.4339872044851463,1
6,1,6,0,0,0,0,3.4339872044851463,0
2,0,1,0,1,1,0,4.007333185232471,0
3,1,1,1,2,2,0,3.9512437185814275,0
4,1,4,0,0,0,0,3.4657359027997265,0
8,1,6,0,0,0,0,3.367295829986474,0
4,1,4,0,0,0,0,3.295836866004329,0
2,1,1,0,0,1,0,3.258096538021482,0
6,0,6,0,0,0,0,3.6635616461296463,1
2,1,6,0,0,0,1,3.4011973816621555,0
4,0,4,0,0,0,0,3.58351893845611,0
4,0,4,0,0,0,0,3.5263605246161616,0
5,0,5,0,1,1,0,4.343805421853684,0
3,0,3,0,0,0,0,3.713572066704308,0
1,0,1,0,1,0,0,3.828641396489095,0
4,0,4,0,0,1,0,3.4011973816621555,0
2,0,3,0,0,0,0,3.58351893845611,0
6,0,6,0,1,0,0,4.060443010546419,0
4,0,6,0,1,0,0,3.4657359027997265,0
2,0,1,0,0,0,0,3.7376696182833684,0
2,1,1,1,1,0,0,3.367295829986474,0
2,0,6,0,1,0,0,3.4339872044851463,1
1,0,1,0,0,0,0,3.9512437185814275,0
3,0,3,0,0,0,1,3.871201010907891,1
2,1,6,0,1,0,0,3.6375861597263857,0
3,0,5,1,1,0,0,3.784189633918261,0
2,1,1,0,1,1,0,3.2188758248682006,0
3,0,0,0,0,0,0,3.6888794541139363,0
3,0,3,0,0,0,0,4.060443010546419,0
2,1,1,0,1,1,0,3.58351893845611,0
9,1,6,0,1,1,1,3.6109179126442243,0
2,1,1,0,0,0,0,3.7376696182833684,0
3,0,3,1,0,0,0,3.9318256327243257,0
6,2,1,0,1,0,1,3.7376696182833684,0
3,1,3,0,0,0,0,3.5263605246161616,0
3,0,1,0,0,1,0,3.8501476017100584,0
3,2,2,0,1,0,0,3.828641396489095,0
3,0,2,0,1,0,0,3.9889840465642745,0
3,0,3,1,1,0,0,3.8066624897703196,0
1,2,1,0,1,0,0,3.6888794541139363,1
1,0,1,0,1,0,0,3.9512437185814275,0
1,0,1,0,0,0,0,3.58351893845611,0
4,0,3,1,0,0,0,3.7612001156935624,0
3,0,3,0,1,0,0,3.7612001156935624,0
4,0,6,0,0,1,0,3.58351893845611,0
3,0,3,1,1,0,1,3.9318256327243257,0
1,2,1,1,0,0,0,3.9512437185814275,0
2,2,6,0,0,0,0,3.6888794541139363,0
1,2,3,0,1,0,1,3.828641396489095,0
4,1,6,0,0,0,0,3.4965075614664802,0
0,0,2,1,1,0,0,3.6375861597263857,0
6,1,3,0,1,0,0,3.8066624897703196,0
6,0,5,0,0,0,0,3.6375861597263857,0
1,1,1,0,0,0,0,3.4339872044851463,0
2,0,6,0,1,0,2,3.7612001156935624,1
2,1,6,0,0,1,0,3.4657359027997265,0
3,0,1,0,0,0,0,3.332204510175204,0
3,2,1,0,0,0,1,3.4339872044851463,0
4,0,6,0,1,0,0,3.6635616461296463,0
4,0,6,0,1,0,0,3.4965075614664802,0
3,0,1,1,0,0,0,3.4657359027997265,0
3,0,0,1,0,0,0,3.970291913552122,0
6,1,6,0,1,0,0,3.6109179126442243,0
4,1,1,0,1,0,0,3.4011973816621555,0
1,1,1,0,1,0,0,3.332204510175204,0
3,0,3,0,0,1,0,3.295836866004329,0
2,0,6,0,0,0,0,3.4011973816621555,0
8,2,6,1,1,0,0,3.7612001156935624,0
7,1,1,0,1,0,1,3.1780538303479458,1
4,0,2,0,1,0,0,3.6635616461296463,0
2,1,2,0,1,1,0,3.8918202981106265,0
0,0,0,1,1,0,0,3.9512437185814275,0
2,0,0,0,1,1,0,3.7612001156935624,0
1,0,2,1,1,1,0,3.7612001156935624,0
3,0,2,0,1,0,0,3.4339872044851463,0
3,0,0,0,1,0,0,4.060443010546419,0
3,0,2,0,0,0,0,3.784189633918261,0
1,0,1,1,1,0,0,3.4965075614664802,0
2,0,3,0,0,0,0,4.0943445622221,0
4,1,6,0,0,0,0,3.5263605246161616,0
3,1,0,1,1,0,0,3.6635616461296463,0
0,0,0,1,0,0,0,3.9512437185814275,0
4,0,4,0,0,0,0,4.007333185232471,1
2,0,6,0,1,0,0,3.7376696182833684,0
5,0,3,0,1,0,0,4.060443010546419,0
10,1,6,0,1,1,0,3.4339872044851463,0
2,1,6,1,0,0,0,3.6635616461296463,0
5,0,6,0,0,0,0,4.02535169073515,1
1,0,1,1,0,1,0,3.295836866004329,0
3,0,3,0,0,0,0,3.9512437185814275,0
1,0,1,0,1,0,0,3.8501476017100584,1
6,0,5,1,0,0,0,3.7376696182833684,0
8,1,6,0,0,0,0,3.332204510175204,0
2,0,1,0,0,0,0,3.5263605246161616,1
0,2,1,0,0,0,0,3.912023005428146,0
2,0,4,0,1,0,0,3.784189633918261,0
1,0,1,0,1,0,0,3.9318256327243257,0
2,0,1,0,0,0,1,3.4965075614664802,0
10,0,3,0,1,0,0,3.871201010907891,0
11,1,1,0,1,0,0,3.2188758248682006,1
2,0,6,0,1,1,0,3.6109179126442243,1
4,2,4,0,1,1,0,3.8066624897703196,1
3,1,2,1,1,0,0,3.713572066704308,0
3,1,3,0,1,0,0,3.5553480614894135,0
4,0,4,0,0,0,0,3.7612001156935624,0
2,0,6,0,0,0,0,3.6375861597263857,0
3,0,2,0,0,0,0,3.332204510175204,0
3,0,0,0,1,0,0,3.4011973816621555,0
0,1,1,0,1,0,0,3.6109179126442243,0
3,0,2,0,0,0,0,3.58351893845611,0
3,0,3,0,2,2,0,3.8501476017100584,1
2,1,6,1,1,1,0,3.713572066704308,0
2,0,3,0,0,0,0,3.295836866004329,0
2,2,6,0,1,0,0,3.6375861597263857,0
3,0,3,0,1,0,0,3.2188758248682006,0
3,0,4,0,1,0,0,3.4965075614664802,1
2,0,6,0,1,1,0,3.4657359027997265,0
5,1,6,0,0,0,0,4.276666119016055,0
2,0,6,0,1,0,0,3.4657359027997265,0
4,1,1,0,0,0,0,3.4339872044851463,0
0,1,3,1,1,1,0,3.6109179126442243,0
2,2,6,0,1,0,0,4.007333185232471,0
3,0,3,1,0,0,0,3.332204510175204,0
2,1,6,0,1,0,0,3.258096538021482,1
10,2,1,0,0,0,0,3.6635616461296463,0
7,1,1,0,1,0,2,3.6375861597263857,1
9,0,2,0,0,0,0,4.04305126783455,0
2,1,6,0,1,0,0,3.4011973816621555,1
4,0,6,0,0,0,0,4.110873864173311,0
2,1,6,0,0,0,0,3.4657359027997265,0
3,0,0,0,0,0,1,3.4011973816621555,0
2,1,6,0,0,0,0,3.4657359027997265,0
2,0,1,0,1,0,0,3.4339872044851463,1
